"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","78423","test_update[Planning Client -> Adv. Filter Field Mapping:Task Text 54  (Custom Task Text Field)]","Planning Client -> Adv. Filter Field Mapping","2026-01-04","passed","2026-01-04","Task Text 54  (Custom Task Text Field)","edit","",""
"","37178","test_update[Common -> Column Names:Task Text 64  (Custom Task Text Field)]","Common -> Column Names","2026-01-03","failed","2026-01-03","Task Text 64  (Custom Task Text Field)","edit","",""
"
    Test to ensure non-admin users cannot edit configuration settings.
    This test is parametrized for 2 random rows per sheet.
    ","54411","test_edit_non_admin[Metrics:Print Font Size]","Metrics","2026-01-03","passed","2026-01-03","Print Font Size","edit_non_admin","",""
"","47442","test_view[Common -> Column Names:Item Name]","Common -> Column Names","2026-01-04","passed","2026-01-04","Item Name","view","",""
"","42727","test_view[Application -> Concerto Critical Chain:Checklist Complete Tag]","Application -> Concerto Critical Chain","2026-01-04","passed","2026-01-04","Checklist Complete Tag","view","",""
"","68318","test_view[Project Mgr -> Project Control:Subproject Milestones]","Project Mgr -> Project Control","2026-01-05","passed","2026-01-05","Subproject Milestones","view","",""
"","44244","test_view[Common -> Column Names:Description (for Subtask)]","Common -> Column Names","2026-01-04","passed","2026-01-04","Description (for Subtask)","view","",""
"","43779","test_view[Metrics:Start of the Week]","Metrics","2026-01-04","failed","2026-01-04","Start of the Week","view","",""
"
    Test to ensure non-admin users cannot edit configuration settings.
    This test is parametrized for 2 random rows per sheet.
    ","105179","test_edit_non_admin[Common -> Filter Names:Select Changes To Highlight]","Common -> Filter Names","2026-01-03","failed","2026-01-03","Select Changes To Highlight","edit_non_admin","",""
"","51416","test_view[Buffer Pen/%Complete Graph:Red Y intercept at 100 X0]","Buffer Pen/%Complete Graph","2026-01-04","failed","2026-01-04","Red Y intercept at 100 X","view","",""
"","46990","test_view[Common -> Column Names:Subtask Suggested/Likely Start]","Common -> Column Names","2026-01-04","passed","2026-01-04","Subtask Suggested/Likely Start","view","",""
"","80024","test_update[Metrics -> Pipelining:Display Project List In Print Preview]","Metrics -> Pipelining","2026-01-04","passed","2026-01-04","Display Project List In Print Preview","edit","",""
"","36941","test_view[Integration -> External Links:Vendor Assessment Report]","Integration -> External Links","2026-01-04","passed","2026-01-04","Vendor Assessment Report","view","",""
"
    Test negative update queries for 2 randomly picked rows from the Excel sheet per sheet.
    Generates an invalid update command and expects the LLM to respond with an error or correction.
    ","87827","test_negative_update[Executive:Filters to display]","Executive","2026-01-03","failed","2026-01-03","Filters to display","negative_update","",""
"","47414","test_update[Common -> Project Attribute Type and status:Project Attribute7 mandatory]","Common -> Project Attribute Type and status","2026-01-04","passed","2026-01-04","Project Attribute7 mandatory","edit","",""
"","48270","test_view[Buffer Priorities:ColorPriority0]","Buffer Priorities","2026-01-04","passed","2026-01-04","ColorPriority0","view","",""
"","79053","test_update[Integration -> Subtask:Timeout]","Integration -> Subtask","2026-01-04","passed","2026-01-04","Timeout","edit","",""
"","24618","test_update[Common -> Column Names:Additional Consumption]","Common -> Column Names","2026-01-03","failed","2026-01-03","Additional Consumption","edit","",""
"","28925","test_view[Project Mgr -> Pipeline View:Improved]","Project Mgr -> Pipeline View","2026-01-04","failed","2026-01-04","Improved","view","",""
"
    Test negative update queries for 2 randomly picked rows from the Excel sheet per sheet.
    Generates an invalid update command and expects the LLM to respond with an error or correction.
    ","116894","test_negative_update[Project Mgr -> Trend Chart:Date Interval]","Project Mgr -> Trend Chart","2026-01-03","failed","2026-01-03","Date Interval","negative_update","",""
"","40470","test_view[Checklist Integration -> Common:Allow checklist item roll back]","Checklist Integration -> Common","2026-01-04","passed","2026-01-04","Allow checklist item roll back","view","",""
"
    Test to ensure non-admin users cannot edit configuration settings.
    This test is parametrized for 2 random rows per sheet.
    ","34801","test_edit_non_admin[Executive -> Queues:Queue Trend Indicator Period (In Days)]","Executive -> Queues","2026-01-03","failed","2026-01-03","Queue Trend Indicator Period (In Days)","edit_non_admin","",""
"
    Test negative update queries for 2 randomly picked rows from the Excel sheet per sheet.
    Generates an invalid update command and expects the LLM to respond with an error or correction.
    ","60550","test_negative_update[Pipeline Mgr:Enable resource highlighting (Requires BM Run)]","Pipeline Mgr","2026-01-03","failed","2026-01-03","Enable resource highlighting (Requires BM Run)","negative_update","",""
"","77197","test_update[Buffer Priorities:Green Feeding Buffer]","Buffer Priorities","2026-01-03","passed","2026-01-03","Green Feeding Buffer","edit","",""
"","67319","test_update[Common:Custom Path]","Common","2026-01-04","passed","2026-01-04","Custom Path","edit","",""
"","45234","test_update[Project Mgr -> Project Status:Include Link to Work Card Info]","Project Mgr -> Project Status","2026-01-03","passed","2026-01-03","Include Link to Work Card Info","edit","",""
"","68377","test_update[Planning Client -> Adv. Filter Field Mapping:Task Text 39  (Custom Task Text Field)]","Planning Client -> Adv. Filter Field Mapping","2026-01-04","passed","2026-01-04","Task Text 39  (Custom Task Text Field)","edit","",""
"","42053","test_view[Common:Cyan Highlight Tasks For]","Common","2026-01-04","passed","2026-01-04","Cyan Highlight Tasks For","view","",""
"","39773","test_update[Common -> Column Names:Chain Identifier]","Common -> Column Names","2026-01-03","passed","2026-01-03","Chain Identifier","edit","",""
"","69189","test_update[Integration -> Task:Text2]","Integration -> Task","2026-01-04","passed","2026-01-04","Text2","edit","",""
"","30096","test_view[Common -> Filter Names:Month]","Common -> Filter Names","2026-01-04","passed","2026-01-04","Month","view","",""
"","38398","test_view[DBR:Red Y intercept at 0 X]","DBR","2026-01-04","failed","2026-01-04","Red Y intercept at 0 X","view","",""
"","51557","test_update[Common -> Column Names:Max Pred Finish]","Common -> Column Names","2026-01-03","failed","2026-01-03","Max Pred Finish","edit","",""
"
    Test context retention for 3 randomly picked rows from the Excel sheet.
    ","65125","test_context_retention[Buffer Pen/%Complete Graph:Red Y intercept at 100 X0]","Buffer Pen/%Complete Graph","2026-01-03","failed","2026-01-03","Red Y intercept at 100 X","context_retention","",""
"","61301","test_view[Buffer Diagnostics -> Pen Chains:Hidden Fields (Print)]","Buffer Diagnostics -> Pen Chains","2026-01-04","passed","2026-01-04","Hidden Fields (Print)","view","",""
"","73857","test_view[Common -> Column Names:Milestone Buffer Consumption (%)]","Common -> Column Names","2026-01-04","passed","2026-01-04","Milestone Buffer Consumption (%)","view","",""
"","25471","test_view[Project Mgr -> Project Control:Committed, In Queue]","Project Mgr -> Project Control","2026-01-04","passed","2026-01-04","Committed, In Queue","view","",""
"","101373","test_update[Common -> Column Names:Successors]","Common -> Column Names","2026-01-03","failed","2026-01-03","Successors","edit","",""
"
    Test to ensure non-admin users cannot edit configuration settings.
    This test is parametrized for 2 random rows per sheet.
    ","99700","test_edit_non_admin[Project Mgr -> Pipeline View:Rows Per Page]","Project Mgr -> Pipeline View","2026-01-03","failed","2026-01-03","Rows Per Page","edit_non_admin","",""
"","87711","test_view[Bulk Import:Portfolio]","Bulk Import","2026-01-04","failed","2026-01-04","Portfolio","view","",""
"","94745","test_update[Planning Client -> Adv. Filter Field Mapping:Task Date 26  (Custom Task Date Field)]","Planning Client -> Adv. Filter Field Mapping","2026-01-04","passed","2026-01-04","Task Date 26  (Custom Task Date Field)","edit","",""
"","41314","test_update[Executive -> Queues:Queue Trend Indicator Period (In Days)]","Executive -> Queues","2026-01-04","passed","2026-01-04","Queue Trend Indicator Period (In Days)","edit","",""
"","81969","test_update[Executive -> Action Items:Hidden Fields]","Executive -> Action Items","2026-01-04","failed","2026-01-04","Hidden Fields","edit","",""
"","38556","test_view[Common -> Filter Names:Current]","Common -> Filter Names","2026-01-04","passed","2026-01-04","Current","view","",""
"","33048","test_update[Common -> Column Names:Major Job IDs]","Common -> Column Names","2026-01-03","passed","2026-01-03","Major Job IDs","edit","",""
"","51725","test_update[Executive -> Due Date Tracker:Sort Order]","Executive -> Due Date Tracker","2026-01-04","failed","2026-01-04","Sort Order","edit","",""
"","65229","test_update[Full Kit Mgr -> Full Kit Report:Filters To Display]","Full Kit Mgr -> Full Kit Report","2026-01-04","failed","2026-01-04","Filters To Display","edit","",""
"","68431","test_update[Planning Client -> Adv. Filter Field Mapping:Task Number 21  (Custom Task Number Field)]","Planning Client -> Adv. Filter Field Mapping","2026-01-04","failed","2026-01-04","Task Number 21  (Custom Task Number Field)","edit","",""
"","65335","test_update[Common -> Column Names:Attribute Type]","Common -> Column Names","2026-01-03","passed","2026-01-03","Attribute Type","edit","",""
"","99291","test_update[Common -> Filter Names:From Task Mgr/Participant]","Common -> Filter Names","2026-01-03","passed","2026-01-03","From Task Mgr/Participant","edit","",""
"","63906","test_update[Common -> Column Names:Task Text 62  (Custom Task Text Field)]","Common -> Column Names","2026-01-03","failed","2026-01-03","Task Text 62  (Custom Task Text Field)","edit","",""
"","42691","test_view[Common -> Column Names:Current Week]","Common -> Column Names","2026-01-04","failed","2026-01-04","Current Week","view","",""
"
    Test context retention for 3 randomly picked rows from the Excel sheet.
    ","61673","test_context_retention[Executive -> Task List:Number of tasks displayed in the widget.]","Executive -> Task List","2026-01-03","passed","2026-01-03","Number of tasks displayed in the widget.","context_retention","",""
"","61534","test_view[Common -> Column Names:Cnsmd FB/Total FB]","Common -> Column Names","2026-01-04","failed","2026-01-04","Cnsmd FB/Total FB","view","",""
"
    Test to ensure non-admin users cannot edit configuration settings.
    This test is parametrized for 2 random rows per sheet.
    ","58123","test_edit_non_admin[Metrics -> Red Project Delay:Date Range (X months in past)]","Metrics -> Red Project Delay","2026-01-03","failed","2026-01-03","Date Range (X months in past)","edit_non_admin","",""
"","67085","test_view[Buffer Pen/%Complete Graph:Yellow Y intercept at 0 X2]","Buffer Pen/%Complete Graph","2026-01-04","failed","2026-01-04","Yellow Y intercept at 0 X","view","",""
"","153530","test_update[Common -> Filter Names:Quarterly]","Common -> Filter Names","2026-01-03","failed","2026-01-03","Quarterly","edit","",""
"
    Test context retention for 3 randomly picked rows from the Excel sheet.
    ","100056","test_context_retention[Planning Client -> Common:Show Push out project schedule option]","Planning Client -> Common","2026-01-03","failed","2026-01-03","Show Push out project schedule option","context_retention","",""
"","47444","test_view[Executive -> Queues:Display Queues For Resources]","Executive -> Queues","2026-01-04","passed","2026-01-04","Display Queues For Resources","view","",""
"","122849","test_update[Integration -> External Links:Compliance Report]","Integration -> External Links","2026-01-04","passed","2026-01-04","Compliance Report","edit","",""
"
    Test context retention for 3 randomly picked rows from the Excel sheet.
    ","71000","test_context_retention[Common, Checklist -> Full Kit Task Custom Text Fields:Hidden Fields]","Common, Checklist -> Full Kit Task Custom Text Fields","2026-01-03","failed","2026-01-03","Hidden Fields","context_retention","",""
"","37244","test_view[Buffer Diagnostics -> Pen Chains:Filters Available]","Buffer Diagnostics -> Pen Chains","2026-01-04","passed","2026-01-04","Filters Available","view","",""
"","58002","test_update[Common -> Filter Names:Green]","Common -> Filter Names","2026-01-03","failed","2026-01-03","Green","edit","",""
"","66183","test_update[Project Mgr -> Task Level Priorities By Project:Print Font Size]","Project Mgr -> Task Level Priorities By Project","2026-01-03","passed","2026-01-03","Print Font Size","edit","",""
"","71182","test_update[Common -> Column Names:Milestone Due Date]","Common -> Column Names","2026-01-03","failed","2026-01-03","Milestone Due Date","edit","",""
"","54099","test_update[Bulk Import:Customer]","Bulk Import","2026-01-03","failed","2026-01-03","Customer","edit","",""
"","27583","test_view[Common -> Filter Names:Custom Task Text2]","Common -> Filter Names","2026-01-04","passed","2026-01-04","Custom Task Text2","view","",""
"","103911","test_update[Task List -> Common:Show Managers Only in Project Mgr Filter]","Task List -> Common","2026-01-04","failed","2026-01-04","Show Managers Only in Project Mgr Filter","edit","",""
"","34993","test_view[Common -> Column Names:Task Manager (Penetrating Task)]","Common -> Column Names","2026-01-04","failed","2026-01-04","Task Manager (Penetrating Task)","view","",""
"","32585","test_update[Planning Client -> Adv. Filter Field Mapping:Task Date 24  (Custom Task Date Field)]","Planning Client -> Adv. Filter Field Mapping","2026-01-04","failed","2026-01-04","Task Date 24  (Custom Task Date Field)","edit","",""
"","56120","test_view[Common -> Column Names:Baseline Due Date]","Common -> Column Names","2026-01-04","passed","2026-01-04","Baseline Due Date","view","",""
"
    Test context retention for 3 randomly picked rows from the Excel sheet.
    ","63879","test_context_retention[Metrics -> Actual Delay Drilldown:Hidden Fields]","Metrics -> Actual Delay Drilldown","2026-01-03","failed","2026-01-03","Hidden Fields","context_retention","",""
"","73966","test_update[Metrics -> Full Kit Compliance:Past Periods To Display]","Metrics -> Full Kit Compliance","2026-01-04","passed","2026-01-04","Past Periods To Display","edit","",""
"","70717","test_view[Buffer Pen/%Complete Graph:Yellow Y intercept at 0 X1]","Buffer Pen/%Complete Graph","2026-01-04","passed","2026-01-04","Yellow Y intercept at 0 X","view","",""
"","18376","test_view[Planning Client -> Adv. Filter Field Mapping:Task Number 29  (Custom Task Number Field)]","Planning Client -> Adv. Filter Field Mapping","2026-01-04","failed","2026-01-04","Task Number 29  (Custom Task Number Field)","view","",""
"","109024","test_update[Buffer Pen/%Complete Graph:Yellow Y intercept at 100 X0]","Buffer Pen/%Complete Graph","2026-01-03","failed","2026-01-03","Yellow Y intercept at 100 X","edit","",""
"","140634","test_view[Planning Client -> Common:Float Group B]","Planning Client -> Common","2026-01-04","failed","2026-01-04","Float Group B","view","",""
"","63112","test_update[Program Mgr:Filters available]","Program Mgr","2026-01-04","failed","2026-01-04","Filters available","edit","",""
"
    Test negative update queries for 2 randomly picked rows from the Excel sheet per sheet.
    Generates an invalid update command and expects the LLM to respond with an error or correction.
    ","88235","test_negative_update[Executive -> Queues:Surge Capacity (% Additional Capacity)]","Executive -> Queues","2026-01-03","failed","2026-01-03","Surge Capacity (% Additional Capacity)","negative_update","",""
"","121344","test_update[Common -> Column Names:Description0]","Common -> Column Names","2026-01-03","passed","2026-01-03","Description","edit","",""
"","37257","test_view[Common -> Filter Names:Excluded]","Common -> Filter Names","2026-01-04","failed","2026-01-04","Excluded","view","",""
"
    Test context retention for 3 randomly picked rows from the Excel sheet.
    ","64767","test_context_retention[Project Mgr -> Task Level Priorities By Resource:Task Status Filter]","Project Mgr -> Task Level Priorities By Resource","2026-01-03","failed","2026-01-03","Task Status Filter","context_retention","",""
"","88987","test_view[Planning Client -> Adv. Filter Field Mapping:Text 4]","Planning Client -> Adv. Filter Field Mapping","2026-01-04","failed","2026-01-04","Text 4","view","",""
"","67764","test_view[Common -> Column Names:Task Text 54  (Custom Task Text Field)]","Common -> Column Names","2026-01-04","failed","2026-01-04","Task Text 54  (Custom Task Text Field)","view","",""
"","25401","test_view[Project Mgr -> Work Card Information:Hidden Fields]","Project Mgr -> Work Card Information","2026-01-05","failed","2026-01-05","Hidden Fields","view","",""
"
    Test negative update queries for 2 randomly picked rows from the Excel sheet per sheet.
    Generates an invalid update command and expects the LLM to respond with an error or correction.
    ","60005","test_negative_update[Application -> Common Parameters:Date Format]","Application -> Common Parameters","2026-01-03","failed","2026-01-03","Date Format","negative_update","",""
"","73663","test_view[Common -> Column Names:Subtask Text 8 (Custom Subtask Text Field)]","Common -> Column Names","2026-01-04","failed","2026-01-04","Subtask Text 8 (Custom Subtask Text Field)","view","",""
"","66747","test_update[Common -> Filter Names:Project Name]","Common -> Filter Names","2026-01-03","failed","2026-01-03","Project Name","edit","",""
"","31108","test_update[Task Mgr -> Subtask List:Filters Available]","Task Mgr -> Subtask List","2026-01-04","failed","2026-01-04","Filters Available","edit","",""
"","39299","test_view[Common -> Column Names:Special Task Type]","Common -> Column Names","2026-01-04","passed","2026-01-04","Special Task Type","view","",""
"
    Test negative update queries for 2 randomly picked rows from the Excel sheet per sheet.
    Generates an invalid update command and expects the LLM to respond with an error or correction.
    ","131624","test_negative_update[Common -> Project Attribute Type and status:Project Attribute8 mandatory]","Common -> Project Attribute Type and status","2026-01-03","failed","2026-01-03","Project Attribute8 mandatory","negative_update","",""
"","40170","test_update[Common -> Filter Names:Future]","Common -> Filter Names","2026-01-03","passed","2026-01-03","Future","edit","",""
"","31259","test_update[Planning Client -> Adv. Filter Field Mapping:Task Number 26  (Custom Task Number Field)]","Planning Client -> Adv. Filter Field Mapping","2026-01-04","failed","2026-01-04","Task Number 26  (Custom Task Number Field)","edit","",""
"
    Test to ensure non-admin users cannot edit configuration settings.
    This test is parametrized for 2 random rows per sheet.
    ","50313","test_edit_non_admin[Metrics -> Throughput:Subprojects]","Metrics -> Throughput","2026-01-03","failed","2026-01-03","Subprojects","edit_non_admin","",""
"","62942","test_view[Common -> Column Names:Task Date 14  (Custom Task Date Field)]","Common -> Column Names","2026-01-04","failed","2026-01-04","Task Date 14  (Custom Task Date Field)","view","",""
"","38027","test_view[Integration -> External Links:Resource Report]","Integration -> External Links","2026-01-04","passed","2026-01-04","Resource Report","view","",""
"","31898","test_view[Common -> Filter Names:Next Milestone]","Common -> Filter Names","2026-01-04","passed","2026-01-04","Next Milestone","view","",""
"","103126","test_update[Common, Task -> Task Penetrating Chain:Column Order]","Common, Task -> Task Penetrating Chain","2026-01-04","failed","2026-01-04","Column Order","edit","",""
"","28329","test_view[Planning Client -> Adv. Filter Field Mapping:Task Date 24  (Custom Task Date Field)]","Planning Client -> Adv. Filter Field Mapping","2026-01-04","passed","2026-01-04","Task Date 24  (Custom Task Date Field)","view","",""
"","56132","test_update[Metrics -> Task Mgt:Show Team Members in Task Manager Filter]","Metrics -> Task Mgt","2026-01-04","failed","2026-01-04","Show Team Members in Task Manager Filter","edit","",""
"","37073","test_view[Common -> Project Attribute Type and status:Project Attribute5 Status]","Common -> Project Attribute Type and status","2026-01-04","passed","2026-01-04","Project Attribute5 Status","view","",""
"","43622","test_update[Common -> Filter Names:Unchanged]","Common -> Filter Names","2026-01-03","passed","2026-01-03","Unchanged","edit","",""
"","38256","test_view[Metrics -> Actual Delay Drilldown:Sort Order]","Metrics -> Actual Delay Drilldown","2026-01-04","failed","2026-01-04","Sort Order","view","",""
"","40324","test_view[Metrics -> Buffering:Committed, In Queue]","Metrics -> Buffering","2026-01-04","passed","2026-01-04","Committed, In Queue","view","",""
"","75837","test_update[Common -> Column Names:Task Date 16  (Custom Task Date Field)]","Common -> Column Names","2026-01-03","failed","2026-01-03","Task Date 16  (Custom Task Date Field)","edit","",""
"","71273","test_view[Metrics -> On-Time Delivery:DATE_RANGE_FUTURE]","Metrics -> On-Time Delivery","2026-01-04","failed","2026-01-04","DATE_RANGE_FUTURE","view","",""
"","64032","test_update[Resource Mgr ->  Resource Needs:TASK_LVL_PROJECT_RANGE_UNIT]","Resource Mgr ->  Resource Needs","2026-01-03","failed","2026-01-03","TASK_LVL_PROJECT_RANGE_UNIT","edit","",""
"","66771","test_update[Integration -> Task:Log no file message]","Integration -> Task","2026-01-04","passed","2026-01-04","Log no file message","edit","",""
"","60366","test_view[Planning Client -> Adv. Filter Field Mapping:Task Text 65  (Custom Task Text Field)]","Planning Client -> Adv. Filter Field Mapping","2026-01-04","failed","2026-01-04","Task Text 65  (Custom Task Text Field)","view","",""
"","50257","test_view[Common -> Project Attribute Type and status:Project Attribute5 Type]","Common -> Project Attribute Type and status","2026-01-04","passed","2026-01-04","Project Attribute5 Type","view","",""
"","18144","test_view[Advanced Concerto Enterprise Modules:Enable Subtask]","Advanced Concerto Enterprise Modules","2026-01-04","failed","2026-01-04","Enable Subtask","view","",""
"","43344","test_view[Common -> Filter Names:Bucket]","Common -> Filter Names","2026-01-04","passed","2026-01-04","Bucket","view","",""
"
    Test negative update queries for 2 randomly picked rows from the Excel sheet per sheet.
    Generates an invalid update command and expects the LLM to respond with an error or correction.
    ","69005","test_negative_update[Project Mgr -> Work Card Information:Work Card Status]","Project Mgr -> Work Card Information","2026-01-03","failed","2026-01-03","Work Card Status","negative_update","",""
"","36249","test_view[Common -> Column Names:Original Link Type]","Common -> Column Names","2026-01-04","passed","2026-01-04","Original Link Type","view","",""
"","69287","test_update[Task List -> Common:Display separator after each Sort Window]","Task List -> Common","2026-01-04","passed","2026-01-04","Display separator after each Sort Window","edit","",""
"","62994","test_update[Project Mgr -> Project Chain View/Project Penetrating Chain:Print Font Size]","Project Mgr -> Project Chain View/Project Penetrating Chain","2026-01-03","passed","2026-01-03","Print Font Size","edit","",""
"","21948","test_view[Planning Client -> Adv. Filter Field Mapping:Task Text 70  (Custom Task Text Field)]","Planning Client -> Adv. Filter Field Mapping","2026-01-04","passed","2026-01-04","Task Text 70  (Custom Task Text Field)","view","",""
"","32931","test_validations[HallucinationMetric1]","Validations","2026-01-04","passed","2026-01-04","","Validations","",""
"
    Test negative update queries for 2 randomly picked rows from the Excel sheet per sheet.
    Generates an invalid update command and expects the LLM to respond with an error or correction.
    ","87359","test_negative_update[Common, Checklist -> Full Kit Task Custom Text Fields:Hidden Fields]","Common, Checklist -> Full Kit Task Custom Text Fields","2026-01-03","failed","2026-01-03","Hidden Fields","negative_update","",""
"","74641","test_view[Bulk Import:EnableSSL]","Bulk Import","2026-01-04","failed","2026-01-04","EnableSSL","view","",""
"","43746","test_update[Alerts:SQS Queue Name for Buffer Management]","Alerts","2026-01-03","failed","2026-01-03","SQS Queue Name for Buffer Management","edit","",""
"","65371","test_view[Common -> Column Names:Task Date 21  (Custom Task Date Field)]","Common -> Column Names","2026-01-04","failed","2026-01-04","Task Date 21  (Custom Task Date Field)","view","",""
"","32037","test_view[Common -> Project Attribute Type and status:Project Attribute6 Type]","Common -> Project Attribute Type and status","2026-01-04","passed","2026-01-04","Project Attribute6 Type","view","",""
"","66916","test_view[Metrics -> Issue Resolution:Filters Available]","Metrics -> Issue Resolution","2026-01-04","passed","2026-01-04","Filters Available","view","",""
"
    Test to ensure non-admin users cannot edit configuration settings.
    This test is parametrized for 2 random rows per sheet.
    ","61433","test_edit_non_admin[Resource Mgr -> Sand Chart:Fractional Rounding Digits]","Resource Mgr -> Sand Chart","2026-01-03","passed","2026-01-03","Fractional Rounding Digits","edit_non_admin","",""
"","87286","test_update[Common -> Column Names:Baseline Finish]","Common -> Column Names","2026-01-03","passed","2026-01-03","Baseline Finish","edit","",""
"","56987","test_view[Common -> Project Attribute Type and status:Portfolio mandatory]","Common -> Project Attribute Type and status","2026-01-04","passed","2026-01-04","Portfolio mandatory","view","",""
"","260389","test_view[Common -> Column Names:Status Fields (for Subtask)]","Common -> Column Names","2026-01-04","failed","2026-01-04","Status Fields (for Subtask)","view","",""
"","73317","test_update[Common -> Filter Names:Project Role0]","Common -> Filter Names","2026-01-03","failed","2026-01-03","Project Role","edit","",""
"","44341","test_view[Common -> Column Names:Parent task`s Remaining Duration]","Common -> Column Names","2026-01-04","passed","2026-01-04","Parent task`s Remaining Duration","view","",""
"","29472","test_view[Planning Client -> Import Field Mapping:Predecessor Task(Links file)]","Planning Client -> Import Field Mapping","2026-01-04","passed","2026-01-04","Predecessor Task(Links file)","view","",""
"","38778","test_view[Project Mgr -> Project Status:Automatically Load Project Status Report]","Project Mgr -> Project Status","2026-01-05","passed","2026-01-05","Automatically Load Project Status Report","view","",""
"
    Test to ensure non-admin users cannot edit configuration settings.
    This test is parametrized for 2 random rows per sheet.
    ","56907","test_edit_non_admin[Buffer Diagnostics -> By Help Needed:Show Team Members in Task Manager Filter]","Buffer Diagnostics -> By Help Needed","2026-01-03","failed","2026-01-03","Show Team Members in Task Manager Filter","edit_non_admin","",""
"","75109","test_update[Common -> Filter Names:Escalation Response Threshold (d)]","Common -> Filter Names","2026-01-03","failed","2026-01-03","Escalation Response Threshold (d)","edit","",""
"","71638","test_update[Integration -> Task:Text3]","Integration -> Task","2026-01-04","passed","2026-01-04","Text3","edit","",""
"","27555","test_view[Common -> Column Names:FK/PT Delay]","Common -> Column Names","2026-01-04","passed","2026-01-04","FK/PT Delay","view","",""
"
    Test to ensure non-admin users cannot edit configuration settings.
    This test is parametrized for 2 random rows per sheet.
    ","29055","test_edit_non_admin[Task List -> Batch Printing:Tasks]","Task List -> Batch Printing","2026-01-03","failed","2026-01-03","Tasks","edit_non_admin","",""
"","35488","test_view[Planning Client -> Table View CC mode:Column Preset 1]","Planning Client -> Table View CC mode","2026-01-04","failed","2026-01-04","Column Preset 1","view","",""
"","41010","test_view[Common -> Column Names:Past Quarters (%)]","Common -> Column Names","2026-01-04","passed","2026-01-04","Past Quarters (%)","view","",""
"
    Test negative update queries for 2 randomly picked rows from the Excel sheet per sheet.
    Generates an invalid update command and expects the LLM to respond with an error or correction.
    ","63190","test_negative_update[Metrics -> Exclude Projects:Rows Per Page]","Metrics -> Exclude Projects","2026-01-03","failed","2026-01-03","Rows Per Page","negative_update","",""
"","59249","test_update[Common -> Column Names:Business Unit]","Common -> Column Names","2026-01-03","passed","2026-01-03","Business Unit","edit","",""
"
    Test to ensure non-admin users cannot edit configuration settings.
    This test is parametrized for 2 random rows per sheet.
    ","54086","test_edit_non_admin[Application -> Concerto Critical Chain:DisableNotResponding]","Application -> Concerto Critical Chain","2026-01-03","failed","2026-01-03","DisableNotResponding","edit_non_admin","",""
"","42987","test_view[Buffer Management:Number of resource for resource batch processing]","Buffer Management","2026-01-04","passed","2026-01-04","Number of resource for resource batch processing","view","",""
"","47716","test_update[Metrics -> Actual Delay:Show Weighted Average Delay]","Metrics -> Actual Delay","2026-01-04","passed","2026-01-04","Show Weighted Average Delay","edit","",""
"","38982","test_update[Metrics -> Actual Delay:Compute Delay Against]","Metrics -> Actual Delay","2026-01-04","failed","2026-01-04","Compute Delay Against","edit","",""
"","48289","test_update[Work Card Integration:Work Card Equipment]","Work Card Integration","2026-01-04","passed","2026-01-04","Work Card Equipment","edit","",""
"","51778","test_update[CCBM Scheduling:Move Feeding Buffers Realignment Fixed Size (days)]","CCBM Scheduling","2026-01-03","passed","2026-01-03","Move Feeding Buffers Realignment Fixed Size (days)","edit","",""
"","37986","test_view[Common -> Column Names:URL/Name]","Common -> Column Names","2026-01-04","passed","2026-01-04","URL/Name","view","",""
"
    Test negative update queries for 2 randomly picked rows from the Excel sheet per sheet.
    Generates an invalid update command and expects the LLM to respond with an error or correction.
    ","78607","test_negative_update[Server:Import Export Date Format in Gantt]","Server","2026-01-03","failed","2026-01-03","Import Export Date Format in Gantt","negative_update","",""
"","25426","test_view[Common -> Column Names:Baseline Duration]","Common -> Column Names","2026-01-04","passed","2026-01-04","Baseline Duration","view","",""
"","44659","test_update[Common -> Column Names:Task Number 23  (Custom Task Number Field)]","Common -> Column Names","2026-01-03","failed","2026-01-03","Task Number 23  (Custom Task Number Field)","edit","",""
"","59832","test_update[Common -> Filter Names:Business Unit]","Common -> Filter Names","2026-01-03","passed","2026-01-03","Business Unit","edit","",""
"","37748","test_view[Planning Client -> Import Field Mapping:Text10]","Planning Client -> Import Field Mapping","2026-01-04","passed","2026-01-04","Text10","view","",""
"","77410","test_update[Common -> Column Names:Resource Name]","Common -> Column Names","2026-01-03","failed","2026-01-03","Resource Name","edit","",""
"","23675","test_view[Common -> Filter Names:Issue Type]","Common -> Filter Names","2026-01-04","passed","2026-01-04","Issue Type","view","",""
"","57976","test_update[Integration -> Task:TaskName]","Integration -> Task","2026-01-04","failed","2026-01-04","TaskName","edit","",""
"","65396","test_update[Common -> Filter Names:Compute Delay Using]","Common -> Filter Names","2026-01-03","failed","2026-01-03","Compute Delay Using","edit","",""
"","66000","test_update[Common -> Column Names:Required Buffer Size (d)]","Common -> Column Names","2026-01-03","failed","2026-01-03","Required Buffer Size (d)","edit","",""
"
    Test negative update queries for 2 randomly picked rows from the Excel sheet per sheet.
    Generates an invalid update command and expects the LLM to respond with an error or correction.
    ","53094","test_negative_update[Metrics:Start of the Week]","Metrics","2026-01-03","failed","2026-01-03","Start of the Week","negative_update","",""
"","61633","test_update[Metrics -> Pipelining:Data Point for Buckets]","Metrics -> Pipelining","2026-01-04","passed","2026-01-04","Data Point for Buckets","edit","",""
